title,rating,price,link
DUDAO U5B in-Ear Wireless Bluetooth Neckband mic & in-Line control Deep Bass Noise Reduction with 10 Hours Long Play time Splash Prof Fast Charging Light Weight Neckaband (Black)  ,2.9 out of 5 stars,499,https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfYXRmX25leHQ6MzAwMjc2ODE3ODQyMDMyOjowOjo&url=%2FDUDAO-Bluetooth-Reduction-Neckaband-Black%2Fdp%2FB0C9HRGM7G%2Fref%3Dsr_1_129_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"soundcore H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection  ",4.2 out of 5 stars,"2,499",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfYXRmX25leHQ6MzAwMTcwNzA4MTI5OTMyOjowOjo&url=%2Fsoundcore-Headphones-Lightweight-Comfortable-Connectivity%2Fdp%2FB0CDZR83T8%2Fref%3Dsr_1_130_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"JBL Tune 520BT Wireless On Ear Headphones with Mic, Pure Bass Sound, Upto 57 Hrs Playtime, Speedcharge, Customizable Bass with Headphones App, Lightweight, Bluetooth 5.3 (Black)  ",4.0 out of 5 stars,"3,499",https://amazon.in/JBL-Headphones-Speedcharge-Customizable-Lightweight/dp/B0C3V5X3QT/ref=sr_1_131?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-131
"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Blue)  ",3.7 out of 5 stars,"1,699",https://amazon.in/Sony-Headphones-Customizable-Equalizer-DSEE-Upscale/dp/B09YLCXLKY/ref=sr_1_132?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-132
"ZEBRONICS Thunder Bluetooth 5.3 Over ear Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function(Teal Green)  ",3.8 out of 5 stars,699,https://amazon.in/ZEBRONICS-Zeb-Thunder-Bluetooth-Teal-Green/dp/B09B5BS6G4/ref=sr_1_19?dib=eyJ2IjoiMSJ9.U2typkoQNBgrulXtL9h2j-iv__cEggN2ZZ59mBEcueM83faEXCvroYFvDYEES-75YbkOqrAsAvk0g5ZmSWF4Z_qXoaP4f2LWXygrDH0Rnaq8UT2eX-6Dxv2UhX1gueot3holKOMZQ0ps5kByOxcuFDBa-n170_qH9N7BAeucIduLZi3vks2hAJ9gbelDtCE9biomwJPXpPMSFneahPVVoZJ_65b0P43Cqhd3ySB49PM._ZP4N3IrT3F1tTryT6AQilZU06KByvfPpdNFmclnQDg&dib_tag=se&keywords=headphones&qid=1723464748&sr=8-19
"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 18 Hours Playtime, Bluetooth 5.3, Workout/Travel (Cool Grey)  ",3.8 out of 5 stars,"2,099",https://amazon.in/HAMMER-Bash-Max-Bluetooth-Headphones/dp/B0CBG1YG5F/ref=sr_1_133?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-133
M19 Wireless Earbuds TWS 5.1 Large Screen Dual LED Digital Display Touch Bluetooth Headphones Mini Compact Portable Sports Waterproof Stereo In Ear Earphones  ,2.9 out of 5 stars,399,https://amazon.in/Wireless-Bluetooth-Headphones-Waterproof-Earphones/dp/B0BRTSSKSV/ref=sr_1_134?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-134
"iClever Bluetooth Headphones with Mic, Kids Wireless Headphones for Boys, Children Headset On Ear for School/Tablet/PC, 25H Playtime, Stereo Sound, Bluetooth 5.0, Foldable, Blue  ",4.4 out of 5 stars,"2,399",https://amazon.in/iClever-BTH03-Headphones-Bluetooth-Childrens/dp/B07XHKWDJM/ref=sr_1_135?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-135
"pTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black  ",3.8 out of 5 stars,499,https://amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D77XZX5/ref=sr_1_136?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-136
"soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Bluetooth Headphones with Multiple Modes, Hi-Res Sound, Custom EQ via App, 40H Playtime, Comfortable Fit, Multipoint Connection  ",4.2 out of 5 stars,"5,999",https://amazon.in/Soundcore-Hybrid-Active-Cancelling-Headphones/dp/B08HMWZBXC/ref=sr_1_137?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-137
"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (White)  ",4.2 out of 5 stars,"2,499",https://amazon.in/soundcore-Headphones-Lightweight-Comfortable-Connectivity/dp/B0CD1NJBN2/ref=sr_1_138?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-138
"Srhythm NC35 Noise Cancelling Headphones Wireless Bluetooth 5.3, Fast Charge Over-Ear Lightweight Headset with Microphones, Mega Bass 50+ Hoursâ€™ Playtime (Misty White)  ",4.3 out of 5 stars,"8,122",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfbXRmOjMwMDI0ODEyNDE5MDYzMjo6MDo6&url=%2FSrhythm-NC35-Cancelling-Lightweight-Microphones%2Fdp%2FB09PBF3RSW%2Fref%3Dsr_1_139_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Leaf Buds X121 True Wireless Earbuds AI Sound App, 30H Playtime, Quad Mic with ENC, 50ms Low Latency, Fast Charging(10min=200min), 10mm Driver, IPX5, Bluetooth v5.4 TWS (Carbon Black)  ",4.9 out of 5 stars,798,https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfbXRmOjMwMDI0MTgyNDMxMjIzMjo6MDo6&url=%2FLeaf-Wireless-Playtime-Charging-Bluetooth%2Fdp%2FB0D7JJDC9M%2Fref%3Dsr_1_140_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Zebronics Zeb-Corolla In Ear Wired Earphone with Mic, 3.5mm Jack, 1.2 Meter Cable, Multi Function Button  ",3.5 out of 5 stars,139,https://amazon.in/Zebronics-Zeb-Corolla-Wired-Earphone-Mic/dp/B07W47WV3T/ref=sr_1_141?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-141
CrossBeats Roar 2.0 Special Edition Over Ear Wireless Bluetooth Headphones with Carry Case | 40db Hybrid Active Noise Cancellation ANC Headset with Mic | Pure Bass | Dual Pairing | 100 Hours Playtime  ,4.2 out of 5 stars,"3,798",https://amazon.in/CrossBeats-Roar-Bluetooth-Headphones-Cancellation/dp/B0D94HPQWN/ref=sr_1_142?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-142
"pTron Tangent Impulse Safebeats Open Ear Wireless Headphones with Mic, 10H Playtime, Designed for Ear Health & Comfort, Bluetooth V5.3, Dual Device Pairing & Type-C Fast Charging (Active Black)  ",4.3 out of 5 stars,699,https://amazon.in/pTron-Tangent-Safebeats-Headphones-Bluetooth/dp/B0D73XXXYW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.U2typkoQNBgrulXtL9h2j-iv__cEggN2ZZ59mBEcueM83faEXCvroYFvDYEES-75YbkOqrAsAvk0g5ZmSWF4Z_qXoaP4f2LWXygrDH0Rnaq8UT2eX-6Dxv2UhX1gueot3holKOMZQ0ps5kByOxcuFDBa-n170_qH9N7BAeucIduLZi3vks2hAJ9gbelDtCE9biomwJPXpPMSFneahPVVoZJ_65b0P43Cqhd3ySB49PM._ZP4N3IrT3F1tTryT6AQilZU06KByvfPpdNFmclnQDg&dib_tag=se&keywords=headphones&qid=1723464748&sr=8-20
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)  ",3.9 out of 5 stars,"3,499",https://amazon.in/boAt-Cancelling-Bluetooth-Headphones-Immersive/dp/B09MTRDQB5/ref=sr_1_143?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-143
"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Blue)  ",3.9 out of 5 stars,449,https://amazon.in/JBL-C50HI-Ear-Headphones-Blue/dp/B07JQKR35P/ref=sr_1_144?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-144
"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Brown)  ",3.8 out of 5 stars,799,https://amazon.in/ZEBRONICS-Bluetooth-Headphones-Assistant-Comfortable/dp/B07L8KV2KC/ref=sr_1_145?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-145
"boAt BassHeads 100 in-Ear Wired Earphones with Hawk Inspired Design, Integrated Multifunction Control, Super Extra Bass & Instant Voice Assistant(Blue)  ",4.2 out of 5 stars,499,https://amazon.in/boAt-BassHeads-100-Integrated-Multifunction/dp/B0D6YPF4QF/ref=sr_1_146?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-146
"Boult Audio X1 Pro Wired Earphones with Type-C Port, 10mm Bass Drivers, Inline Controls, IPX5 Water Resistant, Comfort Fit earphones wired headphones with mic, Type C earphones, Voice Assistant (Blue)  ",3.9 out of 5 stars,499,https://amazon.in/Boult-Audio-Earphones-Resistant-headphones/dp/B0CC9J1GN3/ref=sr_1_147?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-147
"Marshall Major IV Wireless On-Ear Headphones with 80+ hours of Playtime, Multi-Dimensional Control Knob, Wireless Charging- Brown  ",4.5 out of 5 stars,"9,999",https://amazon.in/Marshall-Major-IV-Bluetooth-Headphone/dp/B09SZT2H8K/ref=sr_1_148?dib=eyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc&dib_tag=se&keywords=headphones&qid=1723464780&sr=8-148
"Portronics Harmonics 400 Bluetooth Wireless Sports Headset with 12Hrs Playtime, Type-C Charging Port, Magnetic Latch, Voice Assistant(Green)  ",N/A,599,https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfYnRmOjMwMDI1MDExODY1NzEzMjo6MDo6&url=%2FPortronics-Harmonics-Bluetooth-Wireless-Assistant%2Fdp%2FB09SGBJD6K%2Fref%3Dsr_1_149_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"WeCool Moonwalk M2 Bone Conduction Headphones, V5.3 Bluetooth Earphones with IPX6 Sweat & Splash Resistance, Open Ear Headphones for Ear Health & Comfort, Ideal for Sports, Running, Climbing, Cycling  ",4.2 out of 5 stars,"3,098",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MjE1MjMzODI1MDk1NzkyOjE3MjM0NjQ3ODA6c3BfYnRmOjMwMDI2OTE0OTI4NzEzMjo6MDo6&url=%2FWeCool-Moonwalk-M2-Bone-Conduction%2Fdp%2FB0D5HWH2W7%2Fref%3Dsr_1_150_sspa%3Fdib%3DeyJ2IjoiMSJ9.3SwCojNhdkStOrjhPL7u9uQBUPE4NzTVIjAfRYPT1TP52NnVDPrhK9vFBivAyFp_bU4MPhsIxADJmGFUuAFX0sBCSUwCW2XMh-N2k2Uuweugx5Y43Ao7nXEGQVGX6hZtaC22kYT3r7Zlom-1cpkNSuM3AFlrd8REB9VEJM91bGHSirGq8PRbTAewGdjU8RiuxFUBl-vwkodz11elFOtngkAJLDLkxbx7zaGcjsfplDI.dIfKnLYOpv7K_KpFEdjsKEhwWtdoxG01GjYf-B9aroc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464780%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black)  ",4.2 out of 5 stars,"2,499",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4MDI1MzQ2ODE5MzM4Nzk1OjE3MjM0NjQ3ODM6c3BfYXRmX25leHQ6MzAwMTY5OTU0NDk4NTMyOjowOjo&url=%2Fsoundcore-Headphones-Lightweight-Comfortable-Connectivity%2Fdp%2FB0CD1FHLMH%2Fref%3Dsr_1_145_sspa%3Fdib%3DeyJ2IjoiMSJ9.YdDh552clU4tfZjSxKlp1FJv9kIrOOVT7HNdKHon9EMQcWbe5Q_yjFUrLIOBuABEHDbUMI1e_kV6iKwUxk9dgOOW0qnOUOO9zHidNhfIxctKKhUQDR1kA0Dzyh8FFD2pwyMDVGvSOVwLzT_LIqxK6TIWFG1DVnnIVelkWII6dC88l4Rbq0JR1GZtnj3X5H6XmOCypo6lcVUmr125ZOKags7YJWS1jMKRKSBMI6pn9FM.FzTGAgZoM4LKG6Ci-uMm39IymYaj_53yZ6MBo_wS7Cg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464783%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
HEST Deepbeat TSP H1 | The Sonic Pioneer (TSP) | ANC | Deep Bass | 25 to 30 Hour Play-Time with ANC off | Built-in Mic  ,4.8 out of 5 stars,"4,835",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4MDI1MzQ2ODE5MzM4Nzk1OjE3MjM0NjQ3ODM6c3BfYXRmX25leHQ6MzAwMjcwNjExMDQ3OTMyOjowOjo&url=%2FHEST-Deepbeat-Pioneer-Play-Time-Built%2Fdp%2FB0D4DGV8ZB%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.YdDh552clU4tfZjSxKlp1FJv9kIrOOVT7HNdKHon9EMQcWbe5Q_yjFUrLIOBuABEHDbUMI1e_kV6iKwUxk9dgOOW0qnOUOO9zHidNhfIxctKKhUQDR1kA0Dzyh8FFD2pwyMDVGvSOVwLzT_LIqxK6TIWFG1DVnnIVelkWII6dC88l4Rbq0JR1GZtnj3X5H6XmOCypo6lcVUmr125ZOKags7YJWS1jMKRKSBMI6pn9FM.FzTGAgZoM4LKG6Ci-uMm39IymYaj_53yZ6MBo_wS7Cg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464783%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
